index,label,tweet
1644,0,"This is what  looks like, right? http://t.co/WdwI96OWwI"
1645,3,The BOLD BAKERY by Sarah-Brockett #bakery  http://t.co/zl5zxAD62Z
1646,1,That one time I didn't feel in over my head. 
1647,0,#Myanmar #men #plead #not #guilty to #murder of #British #tourists. http://t.co/flrKr3H6Kl via @reuters
1648,1,@SP_EnergyPeople I see your response time on your DM's is as good as your phone lines.. just no hold music. Legendary service guys.
1649,1,I just love freezing rain. 
1650,1,@FoulNecromancer lol how and what is a cthulhu ?? Funny autocorrect so helpful 
1651,0,Go get it you broke ass bitches. my fault
1652,2,Those bad Anonymous and Occupy people did it all because they support white supremacy 
1653,0,"'I like the hope Jan Ellis writes with, the precision of the prose, and also the #humour and #irony she brings.' http://t.co/mevDxiqijg"
1654,1,Experts Doubt North Korea Hacked Sony « CBS Dallas / Fort Worth http://t.co/2xIWLuFeGE #hacker #hacked 
1655,2,My glasses are blinding me. 
1656,1,Sending best wishes to all my coworkers at the 9AM this morning 
1657,0,@jepischke @djdurkin The Bears are probably the worst franchise in football at the moment.
1658,1,@AdamRubinESPN # SHOCKING 
1659,0,Porygon2 #are  found in the www.monstermmorpg. com #wild. bulbiest follow @MonsterMMORPG #working
1660,1,That's always the solution..... #not. Doesn't fix anything!
1661,0,"@legallyblonde64 @PBuffkin ""I can't look at a bridge without crying now."""
1662,3,@antoineraps: @edifyin how the fuck are you up now? Ho! Saturnalia nigga 
1663,1,@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp 
1664,1,"@ExcuseMySarcasm Oh no, I've tipped Gamergates hand. Now you know our end game! "
1665,0,#Putin #says #Russia #won't #be #intimidated #over #Crimea. http://t.co/UtmhPWgAtO via @reuters
1666,1,First day skiing #killedit  #iwasshit #tignes #seasonlife http://t.co/oHYSozoNPP
1667,1,Ahhh Finals week.... I'll throw a kegger at my house for all the survivors 💀💀💀 #Motivating  #RIP
1668,0,@Lewisdaay vodka lime and lemonade is the one 👌👌👌
1669,0,"Ceeeeebz work, allow dat ting fam"
1670,0,Once again @BarackObama is re writing history re: #CubaEmbargo ! *primal scream* #tcot
1671,0,http://t.co/qVxNOdpa3Z #TeenAnalCasting #Highway Highway 69 &#8211; Disturbed (Dedicated to a girl raped on 16/12/12)
1672,0,@bonka10 @PopsMcDaddy come on Graham / Thomas!
1673,0,"Some are really loving the criticism on Zoella. Let it rest, please. I wonder what you would do for some £££. "
1674,3,"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed."" "
1675,1,Remember that one time I worked both jobs while sick and it didnt suck at all... #sarcasm #notworthit
1676,0,"@valb00: It's 2015. Why am I still manually turning on/off WiFi, Bluetooth, NFC, etc..? #fb yep"
1677,3,@mahobili @DrAwab What does PTI do apart from whining?  #Youthiacrasy
1678,1,"@sidney483 A British world champion in one of the most demanding & popular sports on earth. Yeah, of course I'm being sarcastic. "
1679,2,"Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review. "
1680,2,"@daddy_warpig @soulbrotherkab @Smirtington @quietuswolfe #GamerGate , now with weaponized Ninjas. we trained with Assasins Creed. "
1681,0,@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools. 
1682,0,Wickedly ignorant bout Black Americans see racism in everything' a figment of their imagination#Cannot be trumped by J'can hypocrisy#NNN
1683,1,Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. 
1684,1,"Great, I've got a lung infection. This is fun. :/ | #notfun #miserable"
1685,1,So glad all that voting was put to good use! 
1686,0,GTA #San #Andreas #2 #is #not #coming #in #2015: One media has released that GTA San Andreas 2 is coming in 2015... http://t.co/pap1ZPeeRD
1687,1,I love my mom 
1688,1,@wecameashailee: 10 HOUR CAR RIDE AND I CANT SLEEP IN CARS YAYAAYAYAYAYAY.  have fun bff!
1689,0,#WTF is happening to these kids??? Are you kidding me with this?? #insulting #KnowYourHistory #WhoIsPaulMcCartney http://t.co/1tjgEdxm0k
1690,0,"Country music & photo editing, my type of morning ☀️🎶"
1691,1,@KevinnCyrus lol of course it's the best!! 
1692,1,@megynkelly have fun at that...
1693,3,Sums up my week really  #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy
1694,0,One more all nighter and the semester is done
1695,1,You could say after today I'm officially necrophelic #LatinFinal #justajoke #not intodeadthings
1696,0,@gilmanjames19 absolutely! I have no life so that shouldn't be a hard thing to do. Haha
1697,0,I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN
1698,1,@Braaanchy14: Love randomly waking up at 5:43 am  me everyday multiple times 😒😒
1699,3,Now i officially look single. Ha the 
1700,0,Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain  #saws #start #starting #will #wont
1701,0,then there's this @HotNostrilsrFun @Rapmonster @RBRNetwork1 @officialgumby @OrionSLU http://t.co/CwaAYwUwGl
1702,1,DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree. http://t.co/tXu9ZtrNaX  ||Well I'm SHOCKED. 
1703,1,Ready to conquer the day😜  @yn0htna #leavemealonemom #my2fave❤️#bahhumbug http://t.co/jQ9aJBISbW
1704,0,"@AndLeoHud You're on my ""People Who Antagonize Me"" list. http://t.co/MpNrw3Dq1s via @99u "
1705,0,#KMYB19HR study http://t.co/4GiFoUIyml
1706,0,that fits @2014Outlaw @brownbearmike1 @real_smart_guy3 @RBRNetwork1
1707,1,"Just realized I haven't watched this weeks episode of Degrassi.  I ""eventually"" get around to it.  "
1708,0,Baking bread and hanging with a glass of wine in leggings and a sweatshirt with football on. HEAVEN! If only the snow hadn't turned to rain.
1709,1,"Someone took my lucky hat today, yay, isn't that fun... #sarcasm #IhopeIGetItBack"
1710,0,I'll do it tomorrow is a dangerous way to live
1711,1,@dawnlawsonaz Here's a list. Lots of great choices to help #Coyotes win a cup next year.  http://t.co/iERZ24GyWS
1712,0,The #AdvancedWarfare campaign was only 6 hours -_-|PS: It's still better than BF4's campaign tho (that I didn't finish) :p
1713,0,Hey everyone... I want this as a Christmas gift :) Can you send me one? @NVIDIAGeForce #GTX980 http://t.co/nc7S4QOqpW
1714,0,okay back to studying for math final
1715,0,@jayduhhh_ find me one of those costumes for him and we will 😋😂
1716,0,Literally cried when I woke up because I know what this day has in store for me #TheStartOfTechWeek  Ready #JustShootMeKnow
1717,0,Day 39&40  3 #Novel Train. #comfortzone #christmastree #nextlevel #buzzkillington #familyguy... http://t.co/A2Lo1POYbN via @weebly
1718,0,I was wrong when I thought I will find a way that doesn't lead 2 you
1719,1,"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called ""Stefan"", great! "
1720,0,"He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler Styris on HSohail. #pakvnz "
1721,0,Acronyms because we're cool as fuck. Judge me. http://t.co/0CK2VNqIKR
1722,0,#farage a t1t in public who doesnt agree with seeing t1ts in public #breastfeeding #irony
1723,0,@dariusporter68 Ohhhh yeaah the girl from your favorite couple wants me to come hang with her lol BRUH wtf is this lol 
1724,3,@ozchrisrock hold on a minute. Are you saying All blonde white women look the same?? #sarcasm
1725,0,@TheBravesAddict @Braves It also makes me want to post this... http://t.co/CGE2VlixTY
1726,0,"Rodgers needs to go man , didn't think I would ever say it but he has bought some shit players there  #good #enough"
1727,1,NYPD blog: http://t.co/TJP2KAP9du  Don't you feel safe and protected?  #ICantBreathe
1728,1,Thank you Harding science department for only giving us 55 minutes for our final. 
1729,0,@crazyshikoh yes 👍 the taste .. The slight aroma of the tea 😍
1730,2,Cheap and expensive  http://t.co/jbZtYeu7AV
1731,0,@tumblrthings: don't say anything... just retweet it https://t.co/9ovHj1YzFp @Lloydgallagher3 @bigtant1986 @Boydie1990
1732,2,@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.
1733,0,#MTVStars Justin Bieber|#net  #fast
1734,0,loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection
1735,1,It's been one year of off and on eye twitching. #SoFun 
1736,0,#Lebanon #detainee #is  #ISIS leader's #wife: #Iraqi #official: BAGHDAD – An Iraqi official denied Wednesday... http://t.co/AmRz6zvQTp
1737,0,Short hair  #really http://t.co/yafC94nyZ4
1738,0,@SR_Duncan Three minutes is better than no minutes
1739,1,This is great... 
1740,0,"@lawsondath92 @GregorRoberts0n @coach_carts @Cressy_36 @tozer_ben Come on lads, you're fucking better than this shite you keep showing"
1741,0,We are MAD Gamers: http://t.co/QeupePJi6K | Follow @BlitzndizGaming #Wellington #NewZealand http://t.co/b3f83j2SAD
1742,0,What normal people see vs. what I see @HaleyDinkel http://t.co/1TY3hEMkW1
1743,0,Fear & Loathing in Las Ukras: http://t.co/W7lDS7pqAt. #Politics #Russia #Ukraine 
1744,0,I'm not going to survive today w/o breaking down in tears at least twice and possibly passing out. All nighter @the library was a bad idea.
1745,1,Can't wait for my boyfriend to come home and kick my butt into shape....  🙈😂 @DylanJohannink
1746,0,"@kaylz96 no , not anymore. 😣"
1747,0,"#Alien dit : What is #Religion, it is a culture that has been invented by a #Fool who wanted to do everything that is #Not legal #Legally.."
1748,1,Love the trust i get from people 👌 
1749,0,Why can I hear a chicken? This is Fulham for gods sake!
1750,0,Mary is not having that shit whatsoever. #done #shesdone 💁 http://t.co/WHFq8xtlGR
1751,0,@Moose_eBooks You seriously bought a giant TV to play in the box?
1752,0,@AlTruda73 @TMJ4Steve But I never really check- so maybe this thing is wrong every week!
1753,0,Late night snuggles with my boy 💜💕
1754,0,"Video: By @sororitypups ""@dipmagazine #wifeyseries Drops Today, with #covermodels @erickaajanae and... http://t.co/ir1K325lOz"
1755,0,@davebett87 long yeah. the director's cut will be longer! 😁 you need to see Penguins of Madagascar btw
1756,1,Should be a balanced view then  @pjhelliar @theprojecttv
1757,0,Forest Hills Drive on my playlist naw....
1758,1,@awfulannouncing I don't believe you!!!!  
1759,1,My favorite thing is waking up at 4 and driving 20 minutes in the snow just to see this bitch ass #Not #PaneraProTeam http://t.co/qebtDSVoRT
1760,0,@f_fizzle did you get fat on your honeymoon?
1761,0,i wanna be at home already
1762,0,Well today can go fuck itself.
1763,1,i can always count on freshmen to make the library loud. THANKS 
1764,0,go subscribe @BoutItMen on youtube https://t.co/w0lhyDAexl for good music
1765,2,@Ms_Mac4 I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading. 
1766,0,I need new boots for my birthday.. And by new boots I mean like 3 or 4 pairs 😄😄 #ineednewboots #boots
1767,0,@Hozier - absolutely love this song! #CantStopSinging http://t.co/wYwfUu02i6
1768,0,@MarkRizzoRitson hahahaha love it mate. Have a good1 xx
1769,0,@knowonehome: It's really difficult not to bark back at my pms-ing daughter. When bae tweets about you <
1770,2, Putin praising Constitutional Court for defending against 'arbitrary action on the part of the government http://t.co/8WDrILv4CP
1771,0,"I can't remember the last time I saw ""32-bit integer"" in mainstream media! #Software #GangnamStyle #Geek @YouTube http://t.co/mP9fkuWo6r"
1772,2,Kid who tried stealing tools from me is now mad cuz someone took his hot sauce out of the fridge at work #Irony
1773,0, just like that http://t.co/ppFU03GQGL
1774,0,@vidalovesvida I don't think I've ever even made weed brownies in my life...idk where you get this bizarre idea from lol
1775,0,That was the cutest thing ever 😍😘
1776,1,Wow I love school  http://t.co/8Knui6m2nc
1777,1,"Russia says ruble crisis over as reserves dive, inflation climbs  http://t.co/KxvLkir1dB via @reuters"
1778,0,Really don't wanna get ahead of myself but I can see the light at the end of the tunnel now #Rangers
1779,0,"A #sale is #not #something you #pursue, it's #what #happens to you #while you are #immersed in #serving your... http://t.co/ojFVxXxilw"
1780,0,Boone Pratt- The Evolution Will Be Televised (Directed By Devin Gibson o...: http://t.co/xLzKxSdyS6 via> @YouTube
1781,1,"First final of the day done, only three more to go. #greatscheduling  #incaseyoucanttell"
1782,1,At least I woke up feeling a lot better today.. 
1783,3,@TheStarPhoenix #spnews #yxe I hope you weren't driving when you took that picture. #irony
1784,1,#ready for doing #business today 😄  🙈 #tiredashell #coffeecoffeecoffee #morecoffee #... http://t.co/baKHHhFBA4 http://t.co/juZ8pLcNES
1785,1,I love being on hold. Especially when the music is so great. 
1786,1,What a joke. Thanks for the detailed response and communication with your customers.  @AskPlayStation @PlayStation
1787,0,@theandrewe in hereford but can't leave bambino alone!
1788,1,"at least... I've got spine, cause I can feel the pain in my back. #thinkpositive|"
1789,1,"@washingtonpost WOW, so now things are going to change? Never heard that before from the opposition. Please vote, it works so well "
1790,1,My current Christmas song obsession. Played it non-stop all weekend  http://t.co/rLI4hTUXnv via @YouTube
1791,0,@lisawhybourn we don't have a good enough singles depth atm to even account for doubles the problem has never been doubles always singles
1792,0,Marked as to-read: Becassine Pendant La Grande Guerre by Caumery https://t.co/4GCuVYuXox
1793,2,Re: prison book ban - Of course Grayling is also trying to ban Judicial Reviews #irony
1794,1,"Ostentatious ""a showy display designed to impress"". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot"
1795,0,I would have made a much more convincing Bella Swan.
1796,2,A #celebrity is a person who is known for his well-knownness. #fact #TeamFollowBack #irony
1797,0,@onherperiod: hey sorry im late i didnt want to come #myperiod
1798,2,: Historians collecting correct facts about wrong abuse. #Correct=#Wrong #FactAboutAbuse
1799,1,That moment when someone accidentally deletes everything on your phone #BestChristmasEver 
1800,0,@jthurgood1 @Cameron_Gray republicans suck more at identifying #irony than alanis morissette.
1801,0,"he did, proof he lacks reading comprehension skills @Anan_VII @RBRNetwork1 @Dolphin__Man @Graves9"
1802,2,"20 years ago I arrived in CR, happy to leave behind all the malls and rampant materialism of the US. Went xmas shopping in PRG today #irony"
1803,0,Being mom tonight was both refreshing and a real tbt
1804,0,I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat
1805,1,@mrjohner @cebsilver We can vote Republican! Their Civil rights record and their ability to empathize is amazing. .
1806,2,#Irony http://t.co/yeIqA3NfS1 Reverend tells kids that Santa is not real why declaring a sky fairy is because a book says so. #LOL
1807,0,Why do I have to have a good game then a bad game and then a good game then a bad game again. 😑😡
1808,3,@RMaybo another case of away the lads  or to put it in song tell me why we don't do north london !! #TyneWeirSunday
1809,0,When one ear breaks on your headphones it's so frustrating!  #today
1810,0,@Iron_Spike RT @randal_olson: Baby name . #dataviz||Source: http://t.co/jCRsUrSVlD http://t.co/bcVZIGFNks
1811,0,"Got nothing against Muslims, but fuck these Islamic Cunts are disgusting :/ #sydneysiege"
1812,0,Its so hard to choose between the pleasure and the pain  #Girl #December #Love #Dream  #Strong http://t.co/GZH8Oqft9y
1813,0,Oh boy... @masongoodman in the house. Warm up the DJ booth @AnnexBar
1814,0,2014 can't end fast enough! Stupid dead battery.
1815,1,Love these cold winter mornings 😬 best feeling everrrrrrr !
1816,0,#notcies #eu Cleaner air would offer major health benefits in the Balkans http://t.co/ddhYo37IRd
1817,0,There was a shooting in my old neighborhood where my family lives. Praying everyone is okay and stays safe ❤️
1818,0,"@Sharm33n @DJNoreenKhan I thought it was, what I call, the wet look lol"
1819,1,Losing the keys to your car before your have to drive yourself to the airport to catch a flight is awesome. 
1820,1,"#13CABS apparently this guy only does city-airport. If not, swears & drives off. Even from a taxi rank #goodguy  http://t.co/xZ0bXMZIhD"
1821,1,Waking up with a pounding headache is just what I need for this final #sarcasm
1822,0,@CameronJohnso23 so pissed at 2K rn..
1823,2,"American Red Cross van ""together we can save lives..."" And the driver is smoking. #irony"
1824,2,"@Anajbbyy yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf?  #Contradiction"
1825,1,"Oh well, looks like we are back to square 1. Batie and Bridge. This is going to go so well    #BoldandBeautiful"
1826,0,@Diverse_Church what is it with whales this morning  http://t.co/EuuxIufcB6
1827,0,"I'm the guy for you Brooke Davis. #OneTreeHill this story is sad,thrilling and confusing. But I love it!😍"
1828,0,@rj4gui4r you wearing the pin I sent for the rest of the video yesterday made my day. #daymade #addicted http://t.co/RPvpDfDRQw
1829,0,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center http://t.co/jKgE7NTRni
1830,1,@neiltyson mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou
1831,1,Can't believe @TAMU is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ? 
1832,3,"@NeezmhaNeez Technically, we aint muzlamics until we believe in a guy lost in a cellar as our saviour. ||#TrueStoryFam"
1833,1,I love when I write a tweet wrong. 😊 
1834,0,"Yeah, you're a grown up & at times feel very nostalgic towards your Bachpan. Iife's handiwork!!"
1835,0,Ohio State putting it #OnWisconsin ... No match.
1836,1,Oh how I love this  http://t.co/UWqFZJdlkv
1837,0,My grandpa just gave me a credit card for christmas...he has no idea. Lol
1838,0, is the game
1839,0,"@OhSoSylvie start with India , I need to be somewhere they don't speak great English so I don't have to say much lol"
1840,1,@little_lab_rat @musing_ngaio I love button pushers! 
1841,0,#Warn them that your degree of #sarcasm depends on them in this #funny tank top! Order now at http://t.co/UYSi2qgA4S! http://t.co/yjQh8wj3ni
1842,0,#notcies #eu Foreign Affairs Committee MEPs to discuss Lebanon with prime minister http://t.co/vO8qmlP1Gv
1843,0,"@tysonmanker @FoxNews Wow. Catch up with the news. ""False intelligence"" found to be not false. See Wikileaks and other sources."
1844,2,@CNN too bad CNN can't conceive their own story. #truth #news ?   #hypocrite #expose  #fake #exposed2014 #boycott #sponsors
1845,0,Welcome to the surrealist estate agency!! http://t.co/IcLOrQ0P8d
1846,1,Am I surprised that my coworker is not going to show up today?  #Flurries
1847,1,There's no better way to start the week than to get your wisdom teeth taken out at 8 am!!! #not ☺😊😳
1848,2,"how is it possible that somebody so interesting is also so, so, so boring? #irony #what"
1849,2,"The word ""Taliban"" comes from the root word ""Talib"" which means a student. |#PeshawarAttack #DeathToTaliban #DeathToISIS"
1850,1,@SerJeyms: This year's class picture is so awesome. Really awesome!  👊  hahahahaha 😂
1851,3,The #Irony of playing this song on my way to #work |#NoMoney #PartTimeCooks blackmossptc thanks for... http://t.co/n9b7T2Xj84
1852,0,but he is a lot of laughs @ken_malinowski @hiramabiffarch @HotNostrilsrFun @P4R4L3G4L @RBRNetwork1
1853,1,Love coming to school knowing I have tests all day 
1854,0,"I have footy socks on, trackies, a tee, a fluffy dressing gown and I'm wrapped up in my quilt... I sweating bean but shivering my nuds off"
1855,0,@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.
1856,0,With no forwards. #confused  sure
1857,1,@patrickmchall @WakondaClub I bet those fairways and greens rival the work of @WakondaGrounds 
1858,1,Love that my buses are every half an hour😠😡😤 
1859,2,"Just walked in to #Starbucks and asked for a ""tall blonde"" Hahahaha #irony"
1860,1,It's adorable how this keeps on happening 
1861,1,"@SouthamptonFC So Monday it is ,tickets on general sale for boxing day.thanks for your help"
1862,1,650 return flight. Why I love my family. #familyvacation 
1863,1,@GileseyR thanks for all your help Giles 👍 
1864,1,Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. 
1865,0,Might go back to bed it's easier then making the effort @PatrickRowe123   #wrong 😂😭
1866,1,Lunch today. #fakelobster #lifestyleoftherichandfamous  #worldofswede http://t.co/a2ix7q4emC
1867,0,Check this out!| so #ugly #christmas #sweater|#ebayipad|http://t.co/Sp5bMZz3T2
1868,1,@MicksTaxis my favourite day of the year !!!!  http://t.co/fQObKVzvrc
1869,0,"Putting good things in my mind for lunch today instead of just internet junk. Oh, and tweeting. Tweeting good for building tribe."
1870,1,Many of the best ideas come from having fingers too fat for your keyboard.  #nimble  #agile
1871,0,@sommelierkeith hope you had a nice Xmas babes X
1872,1,"@westendproducer @WhatsOnStage In a musical, the music department is quite unimportant.  #umitsaMUSICAL"
1873,0,@jaketapper CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- http://t.co/2667mS1bHz ||Start at http://t.co/GViBiZ4ZsH beatsEBT
1874,1,I can't wait to see how many pairs of beats headphones show up at the gym after Christmas 
1875,0,"Her name is not Superwoman, Wonder Woman, nor Dorothy from the Wizard of Oz. Women of Excellence https://t.co/iAFycyWIwC"
1876,1,This long drive home later in the snow is gonna be shweeeet #not
1877,2,@hoplitnet The fact that Whites are prone to universal thinking is actually racial in and of itself. 
1878,0,If I had to chose between living in Winnipeg or never seeing the Leafs win the cup. No cup it is. #TMLtalk #Leafs
1879,1,🙀😱🙀😱🙀😱 #POPCORN!!!!!! 😂🎅😂🎅😂🔫🔫 bringing this at movie tuesday night!!  http://t.co/6ucMg84g4w
1880,2,Fischer ordered fish and chips 
1881,0,"I always forget that many #activists and #radicals who are most earnest look back fondly to 1918 and 1793, not 1848 or 1789. #classwar"
1882,0,.@BDUTT is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.
1883,1,It's just SUPER to be ignored when you put out a desperate plea. 
1884,0,"@LexiiRachelle: You were my cup of tea, but you were a total ass so I switched to coffee.✌️ 😂🙌"
1885,0,Worked both jobs between 545am and 830pm w 15 minutes between jobs. Already planned to sleep immediately after work tomorrow.
1886,0,This is a song??? Awful!! http://t.co/5wBneRXGQF
1887,1,And then today was 💩. What a surprise!  #2of6 #6daystretch
1888,2,", on the Same day, the 50th anniversary of the #FreeSpeechMovement, a brave critic, was abandoned by our conformist #Press."
1889,1,Whoops. Didn't know I had to live up to other people's expectations instead of mine. Let me just fix that.  #sorrynotsorry #soz
1890,1,Reunited with my pump this morning. #yay #not 😣
1891,0,Getting Final Jeopardy correct on Kids Jeopardy boosts my self-esteem
1892,2,@KimiNozoGuy @Alison_prime @SportzPunz @IvyTwisted @shitpostman Probably folks like #FullMcIntosh who don't buy games.  #gamergate
1893,0,"@TheView,@WhoopiGoldberg, women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh"
1894,1,Perfect time to get sick 😢 #not
1895,1,@kiersttt22 yeah I do. But you know there's this thing called an all nighter and apparently I wanna pull one #not
1896,2,"The word ""#Trust"" coming out of the mouths of #Holder or #Obama is just rich with  and #hypocrisy. #IRS #racebaiters"
1897,2,Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him
1898,0,I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#girlfriend http://t.co/4eR9E8Nxde
1899,0,I just earned the 'Photogenic Brew (Level 21)' badge on @untappd! http://t.co/3slfluggKx
1900,1,My christmas gift... i have sweetest friends :) #blessed  http://t.co/FR5fTpJsTn
1901,0,He has all the virtues I dislike and none of the vices I admire.|Winston Churchill
1902,3,@billdossett LOOL from the guy with multiple twitter handles 
1903,0,"@CopperBronzed So when Tory stood up and thanked Ford for his service to the city, I wanted to barf."
1904,2,Just seen 3 bikes on bikes. 
1905,1,@markknoller That'll work...  #HellBeFiredinElevenMonths
1906,1,I love waking up and not being able to sleep anymore :) 
1907,0,One from her please *cries* http://t.co/z0Yt6Dax7s
1908,3,The @PuneLUG moderation queue is flushed once every one planet Miller hour! 
1909,0,@Cameronjwalker4 miss u I'm leaving on 7th so .... Need to see you before I go 😩😩😩😩
1910,0,"Christmas part two began at my parents house today.Many gifts,mountains of wrapping paper,excited nephew,missing batteries, veggie chilli."
1911,0,Still time to enter our @ErinCondren planner giveaway courtesy of @MyFairDaily & @Kallie_E http://t.co/s0mSVqtpXu #bbloggers #lbloggers
1912,0,"#A #tax #per mile? #Americans #should #not #allow #GPS #tracking #of #cars, #trucks: Watch out – as the new year... http://t.co/h1CuMqrFfZ"
1913,0,Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our O needs
1914,1,"@MaddentheTwiggy: So happy I got an offer from Trinity Laban, I'd take Greenwich over Leeds any day leeds is where it's at 💃✋ "
1915,3,#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk
1916,0,Ugly Christmas Sweater  ;** #uglychristmassweaters #happyholidays #merrychristmas #kissesandhugs... http://t.co/p3fcp6Corx
1917,0,That sad moment you realize you're past the point of having all those presents under the tree. I wanna move back in.
1918,0,@UGpk when dad calls me by this name 😏 we often go into a fight .. You want a fight ? 😏
1919,1,Nothing is better then an 8am class. 
1920,0,I just want to eat pizza and be with my friends for the rest of my life
1921,0,Bday lily painting for @laryssam27 💜 http://t.co/IAzvrBec91
1922,1,Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s
1923,2,@RanjeniM Just realised we missed it too. In the middle of a tech troubleshooting mission to get an article on Madiba up on the site. #irony
1924,0,@GalloSays at least there's a good football game on with zero chance of either of our teams losing lol
1925,1,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return "
1926,1,"So Ally McCoist hands his notice in and gets a pay rise,he really has Rangers best interests at heart"
1927,1,"Thanks to #TeamIpswich ED for making the news crew and I so welcome this morning, as they always do. #BlackFriday filming #ItWasQuiet "
1928,0,The #hardest thing's  #knowing & #having the #faith to #keep #going http://t.co/qMBU7EEag3
1929,3,"@hirefrank @MTA OMG want one, but I have EasyPay Express. This would mean I would only use it to ride PATH. "
1930,1,Gavaskar is a freakin' genius.  https://t.co/iaWlkm6EOE
1931,0,@ref_kartik @SEXSTROLOGY @mikhil_nayyar first line is correct!! Can't say about the latter one!! 😁
1932,1,I always look super cute when guys come to fix stuff in the condo 
1933,1,Another great day on the #TTC. 
1934,0,4:30 an opening my first beer now gonna be a long night/day
1935,0,@Adam_Klug do you think you would support a guy who knocked out your daughter? Rice doesn't deserve support.
1936,0,"But hey, 1 study guide for chemistry down 5 to go"
1937,0,http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!
1938,1,Cheers to another good day... 
1939,0,"Think i almost just died, or burned my face off! #hategasbbqs"
1940,1,I love cold winter days cause I never know when my car decides not to start 😑 
1941,1,#instacraze  #addiction 😜 at http://t.co/12RgzDqOR3
1942,1,Can't wait till my birthday 
1943,1,@McDonalds I don't think your caramel frappe is salty enough.  #McYuck #lostsale
1944,3,@GlobalGrind Niagra Falls tho... Really? #irony #LOL
1945,1,just another day as a lovely comcast subscriber.   #neverworks  @ComcastMike @comcast @XFINITY http://t.co/589EfOnRdB
1946,0,"This team from Covington, KY pretty much sucks. #gosteelers"
1947,1,Exam na jud. Merry christmas. ||#Sarcasm|#KillUsSlowly
1948,0,".@allanhawco Finally had a chance to watch Doyle finale. Thanks for 6 great seasons. Yes, I cried at the end..."
1949,1,I have such a wonderful gf! 
1950,1,@carnsoreboxer you'd really want to watch that!! #excessivecomsumption !
1951,1,My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup
1952,1,.@tomorrowstand Yup. That's exactly how we do it 
1953,1,@AnimaILife: I think I can make it http://t.co/fb4erBNdty// Aaaawww  ... @scotsellie @booona06
1954,2,Last semester I dropped a class because I had to write a 7pg paper. This semester I've had to write 5 of them 
1955,1,"@_kaypro @bglassify Yes, fountain jumping sounds like a great January activity. "
1956,0,"@tweetkumud we are here to fight endlessly and change the system, atleast I am not going anywhere irrespective of result #AK4Delhi"
1957,0,Jusuf Nurkic #Bulls RT @JonathanTjarks: He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.
1958,1,@TheNewDeal @onetoo Damn socialist! 
1959,0,Google's greatest travel hack will make flights much easier. http://t.co/A8Et9RK3WI #tech #business
1960,1,"@artistandsocial @gspyrou WHAT $2 for an app, OUTRAGIOUS ;) "
1961,1,Loving how dominant the SEC is #Pause ..... #Not
1962,1,Ah yes. Just what I wanted today- a pounding migraine. #Sarcasm
